-0.83,-46.16,2.62,202.00,193.00,187.00,135.00,109.00,,Hello
-0.93,-50.60,5.00,202.00,195.00,187.00,135.00,104.00,,Hello
6.85,-42.90,16.94,203.00,196.00,187.00,135.00,112.00,,Hello
6.79,-44.00,2.62,203.00,195.00,187.00,134.00,114.00,,Hello
-14.80,-46.27,2.62,202.00,195.00,187.00,135.00,92.00,,Hello
-11.56,-48.10,12.66,202.00,195.00,187.00,135.00,89.00,,Hello
-10.61,-48.72,5.00,202.00,195.00,187.00,135.00,107.00,,Hello
-26.33,-45.96,5.00,202.00,195.00,187.00,135.00,117.00,,Hello
-19.91,-46.67,7.97,202.00,195.00,187.00,135.00,107.00,,Hello
-21.86,-45.58,5.00,197.00,195.00,187.00,136.00,109.00,,Hello
-31.50,-49.28,12.08,195.00,195.00,187.00,136.00,135.00,,Hello
-30.17,-49.99,7.97,195.00,197.00,187.00,137.00,132.00,,Hello
-25.91,-49.89,5.00,195.00,197.00,187.00,137.00,124.00,,Hello
-21.11,-49.31,5.00,196.00,197.00,187.00,136.00,133.00,,Hello
-25.65,-46.53,12.08,196.00,196.00,187.00,136.00,138.00,,Hello
-24.35,-49.38,7.97,196.00,196.00,185.00,136.00,143.00,,Hello
-20.47,-50.07,2.62,196.00,196.00,185.00,136.00,145.00,,Hello
-22.86,-49.25,3.22,196.00,196.00,185.00,136.00,139.00,,Hello
-23.08,-48.66,2.62,196.00,196.00,185.00,136.00,148.00,,Hello
-21.53,-48.36,7.97,196.00,197.00,185.00,136.00,142.00,,Hello
-28.95,-49.60,12.66,193.00,196.00,185.00,135.00,138.00,,Hello
-4.65,-42.76,2.62,195.00,199.00,185.00,134.00,121.00,,Hello
-25.90,-44.48,7.38,199.00,200.00,187.00,135.00,140.00,,Hello
-8.13,-44.99,3.81,199.00,200.00,187.00,135.00,147.00,,Hello
-32.41,-42.72,2.62,200.00,200.00,187.00,135.00,138.00,,Hello
-14.07,-29.94,3.22,200.00,200.00,187.00,134.00,135.00,,Hello
-38.47,-42.12,7.38,200.00,199.00,187.00,135.00,132.00,,Hello
-7.64,-39.14,7.38,200.00,199.00,187.00,134.00,120.00,,Hello
-13.75,-36.92,13.24,200.00,199.00,187.00,134.00,136.00,,Hello
-29.65,-40.31,13.24,200.00,199.00,187.00,134.00,128.00,,Hello
-20.08,-40.58,17.21,200.00,199.00,187.00,134.00,96.00,,Hello
-25.38,-40.66,12.66,200.00,199.00,187.00,134.00,153.00,,Hello
-24.57,-40.38,5.00,200.00,197.00,187.00,134.00,139.00,,Hello
-27.03,-42.65,5.00,202.00,199.00,187.00,134.00,130.00,,Hello
-26.03,-40.87,2.62,202.00,200.00,187.00,134.00,95.00,,Hello
-12.49,-36.67,17.21,202.00,200.00,187.00,134.00,145.00,,Hello
-14.29,-37.67,2.62,202.00,200.00,187.00,134.00,137.00,,Hello
